INT	INT	INT	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	STRING	STRING	STRING	STRING	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	STRING	FLOAT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT
1306		12	旋风扫叶腿	技能描述	#G对自身6米内的3个敌对目标造成自身远程外功攻击伤害。|#G对自身6米内的4个敌对目标造成自身远程外功攻击伤害。|#G对自身6米内的5个敌对目标造成自身远程外功攻击伤害。|#G对自身6米内的6个敌对目标造成自身远程外功攻击伤害。|#G对自身6米内的10个敌对目标造成自身远程外功攻击伤害，并附带满级效果降低被击中目标的命中率10%。	技能描述	WXSJ_skill_ditaohua_1_6	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		10	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	0	2	6		127	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	0	4	-1	1	-1	0	0	0	100|100|100|100|100	-1|-1|-1|-1|-1	0	-1	6|6|6|6|6	360	3|4|5|6|10	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	32251|32252|32253|32254|32255|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1|-1|-1|-1|32256	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
1307		12	凋日月	技能描述	#G每击中一个目标自身会回复10点生命，并有1%的几率驱散掉目标身上的一个增益状态。|#G每击中一个目标自身会回复20点生命，并有1%的几率驱散掉目标身上的一个增益状态。|#G每击中一个目标自身会回复30点生命，并有1%的几率驱散掉目标身上的一个增益状态。|#G每击中一个目标自身会回复50点生命，并有1%的几率驱散掉目标身上的一个增益状态。|#G每击中一个目标自身会回复100点生命，并有1%的几率驱散掉目标身上的一个增益状态，且附带满级效果驱散概率额外提高1%。	技能描述	WXSJ_skill_ditaohua_1_7	0	0	-1	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	3	7			-1	0	0	1	2		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	12	1	0	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	32301|32302|32303|32304|32305|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
1308		12	落英神剑	技能描述	#G对一个敌对目标造成远程外功攻击附加200点的伤害|#G对一个敌对目标造成远程外功攻击附加250点的伤害|#G对一个敌对目标造成远程外功攻击附加300点的伤害|#G对一个敌对目标造成远程外功攻击附加350点的伤害|#G对一个敌对目标造成远程外功攻击附加550点的伤害，且附带满级效果额外降低目标50点木属性抗性。	技能描述	WXSJ_skill_ditaohua_1_8	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		10	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	0	2	8		128	-1	0	0	0	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	4	-1	1	-1	0	0	0	100|100|100|100|100	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	32351|32352|32353|32354|32355|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1|-1|-1|-1|32356	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
1309		12	附骨针	技能描述	#G使一个敌对目标每2秒流失施法者木属性攻击点数的生命，持续10秒。|#G使一个敌对目标每2秒流失施法者木属性攻击点数的生命，持续12秒。|#G使一个敌对目标每2秒流失施法者木属性攻击点数的生命，持续14秒。|#G使一个敌对目标每2秒流失施法者木属性攻击点数的生命，持续16秒。|#G使一个敌对目标每2秒流失施法者木属性攻击点数的生命，持续18秒，且附带满级效果技能持续时间额外延长10秒。	技能描述	WXSJ_skill_ditaohua_1_9	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		10	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	0	2	9		129	-1	0	0	0	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	12	-1	1	-1	0	0	0	100|100|100|100|100	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	32401|32402|32403|32404|32405|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
1310		12	偷天换日	技能描述	#G偷取敌对目标的一个增益状态归自己所有。|#G偷取敌对目标的一个增益状态归自己所有。|#G偷取敌对目标的一个增益状态归自己所有。|#G偷取敌对目标的一个增益状态归自己所有。|#G偷取敌对目标的一个增益状态归自己所有，且附带满级效果使目标额外流失500点真气。	技能描述	WXSJ_skill_ditaohua_1_10	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		10	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	0	2	10		130	-1	0	0	0	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	12	-1	1	-1	0	0	0	100|100|100|100|100	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	32451|32452|32453|32454|32455|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1|-1|-1|-1|32456	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
1311		12	奇门五术	技能描述	#G驱散一个半径为2米的区域内3个目标每人1个状态，是敌人驱散增益，是友方则驱散减益。|#G驱散一个半径为3米的区域内3个目标每人1个状态，是敌人驱散增益，是友方则驱散减益。|#G驱散一个半径为4米的区域内3个目标每人1个状态，是敌人驱散增益，是友方则驱散减益。|#G驱散一个半径为5米的区域内3个目标每人1个状态，是敌人驱散增益，是友方则驱散减益。|#G驱散一个半径为6米的区域内3个目标每人1个状态，是敌人驱散增益，是友方则驱散减益，且附带满级效果作用目标增加2个。	技能描述	WXSJ_skill_ditaohua_1_11	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		10	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	1	0	2	11		131	-1	0	0	0	2		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	7	800	0	12	-1	1	-1	0	0	0	100|100|100|100|100	-1|-1|-1|-1|-1	0	-1	2|3|4|5|6	360	3|3|3|3|5	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	32501|32502|32503|32504|32505|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
1312		12	狂风绝技	技能描述	#G使一个半径为2米的区域内的3个敌对目标沉默3秒。|#G使一个半径为3米的区域内的3个敌对目标沉默3秒。|#G使一个半径为4米的区域内的3个敌对目标沉默3秒。|#G使一个半径为5米的区域内的3个敌对目标沉默3秒。|#G使一个半径为6米的区域内的6个敌对目标沉默3秒，且附带满级效果沉默效果延长2秒。	技能描述	WXSJ_skill_ditaohua_1_12	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		10	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	1	0	2	12		132	-1	0	0	0	2		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	7	800	0	12	-1	1	-1	0	0	0	100|100|100|100|100	-1|-1|-1|-1|-1	0	-1	2|3|4|5|6	360	3|3|3|3|5	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	32551|32552|32553|32554|32555|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
1313		12	生生不息	技能描述	#G使一个友方目标每2秒恢复施法者木属性攻击值的生命持续10秒。|#G使一个友方目标每2秒恢复施法者木属性攻击值的生命持续12秒。|#G使一个友方目标每2秒恢复施法者木属性攻击值的生命持续14秒。|#G使一个友方目标每2秒恢复施法者木属性攻击值的生命持续16秒。|#G使一个友方目标每2秒恢复施法者木属性攻击值的生命持续18秒，且附带满级效果技能无冷却时间。	技能描述	WXSJ_skill_ditaohua_1_13	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		10	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	1	0	2	13		133	-1	0	0	0	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	4	1	0	-1	0	0	0	100|100|100|100|100	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	32601|32602|32603|32604|32605|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
1314		12	灵玉箫	技能描述	#G在原地召唤一个500血的笛子持续20秒，笛子每5秒，驱散笛子3米范围内的一个状态，是敌人驱散增益，是友方则驱散减益。|#G在原地召唤一个500血的笛子持续30秒，笛子每5秒，驱散笛子3米范围内的一个状态，是敌人驱散增益，是友方则驱散减益。|#G在原地召唤一个500血的笛子持续40秒，笛子每5秒，驱散笛子3米范围内的一个状态，是敌人驱散增益，是友方则驱散减益。|#G在原地召唤一个500血的笛子持续50秒，笛子每5秒，驱散笛子3米范围内的一个状态，是敌人驱散增益，是友方则驱散减益。|#G在原地召唤一个500血的笛子持续60秒，笛子每5秒，驱散笛子3米范围内的一个状态，是敌人驱散增益，是友方则驱散减益，且附带满级效果被召唤的笛子生命额外增加1500点。	技能描述	WXSJ_skill_ditaohua_1_14	0	11	-1	5	500|500|500|500|500	3000|3000|3000|3000|3000	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	1	0	14	134	133;134;135;	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	0	1	0	-1	0	0	0	100|100|100|100|100	-1|-1|-1|-1|-1	1	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	32651|32652|32653|32654|32655|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
1315		12	劈空掌	技能描述	#G对一个敌对目标造成2次自身远程外功攻击的伤害。|#G对一个敌对目标造成2次自身远程外功攻击的伤害。|#G对一个敌对目标造成2次自身远程外功攻击的伤害。|#G对一个敌对目标造成2次自身远程外功攻击的伤害。|#G对一个敌对目标造成2次自身远程外功攻击的伤害，且附带满级效果伤害次数增加1次。	技能描述	WXSJ_skill_ditaohua_1_15	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		10	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	0	2	15		135	-1	0	0	0	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	12	-1	1	-1	0	0	0	100|100|100|100|100	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	32701|32702|32703|32704|32705|	|引导周期的附加效果1	-1	生效一次的附加效果2	32706|32707|32708|32709|32710|	引导周期的附加效果2	-1	|生效一次的附加效果2	-1|-1|-1|-1|32711	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
1316		12	玉箫剑法	技能描述	#G对目标造成远程外功攻击附加400点的伤害并使其暴击率降低12%持续6秒|#G对目标造成远程外功攻击附加450点的伤害并使其暴击率降低14%持续7秒|#G对目标造成远程外功攻击附加500点的伤害并使其暴击率降低16%持续8秒|#G对目标造成远程外功攻击附加550点的伤害并使其暴击率降低18%持续9秒|#G对目标造成远程外功攻击附加600点的伤害并使其暴击率降低20%持续10秒，且附带满级效果技能冷却时间缩短5秒。	技能描述	WXSJ_skill_ditaohua_1_16	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		10	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	0	2	16		136	-1	0	0	0	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	4	-1	1	-1	0	0	0	100|100|100|100|100	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	32751|32752|32753|32754|32755|	|引导周期的附加效果1	-1	生效一次的附加效果2	32756|32757|32758|32759|32760|	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
1317		12	兰花拂穴手	技能描述	#G降低一个敌对目标38%的命中持续10秒。|#G降低一个敌对目标41%的命中持续11秒。|#G降低一个敌对目标44%的命中持续12秒。|#G降低一个敌对目标47%的命中持续13秒。|#G降低一个敌对目标50%的命中持续15秒，且附带满级效果使目标额外降低闪避20%。	技能描述	WXSJ_skill_ditaohua_2_1	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		10	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	0	2	17		137	-1	0	0	0	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	4	-1	1	-1	0	0	0	100|100|100|100|100	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	32026|32027|32028|32029|32030|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
1318		12	天地惊	技能描述	#G为自身施加一个状态可以使自己对目标造成的伤害转化为自身的生命持续6秒。|#G为自身施加一个状态可以使自己对目标造成的伤害转化为自身的生命持续7秒。|#G为自身施加一个状态可以使自己对目标造成的伤害转化为自身的生命持续8秒。|#G为自身施加一个状态可以使自己对目标造成的伤害转化为自身的生命持续9秒。|#G为自身施加一个状态可以使自己对目标造成的伤害转化为自身的生命持续10秒，且附带满级效果状态时间额外增加2秒。	技能描述	WXSJ_skill_ditaohua_2_2	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		10	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	1	0	2	18		138	-1	0	0	0	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	4	1	0	-1	0	0	0	100|100|100|100|100	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	32076|32077|32078|32079|32080|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1|-1|-1|-1|32081	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
1319		12	鬼神泣	技能描述	#G使目标每3秒流失施法者木属性攻击点数的生命，持续60秒。|#G使目标每3秒流失施法者木属性攻击点数的生命，持续60秒。|#G使目标每3秒流失施法者木属性攻击点数的生命，持续60秒。|#G使目标每3秒流失施法者木属性攻击点数的生命，持续60秒。|#G使目标每3秒流失施法者木属性攻击点数的生命，持续60秒，且附带满级效果流血频率变为2秒。	技能描述	WXSJ_skill_ditaohua_2_3	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		10	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	0	2	19		139	-1	0	0	0	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	4	-1	1	-1	0	0	0	100|100|100|100|100	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	32126|32127|32128|32129|32130|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
1320		12	弹指神通	技能描述	#G使一个敌对目标每秒受到施法者3倍自身木属性攻击的伤害，持续11秒。|#G使一个敌对目标每秒受到施法者3倍自身木属性攻击的伤害，持续12秒。|#G使一个敌对目标每秒受到施法者3倍自身木属性攻击的伤害，持续13秒。|#G使一个敌对目标每秒受到施法者3倍自身木属性攻击的伤害，持续14秒。|#G使一个敌对目标每秒受到施法者3倍自身木属性攻击的伤害，持续15秒，且附带满级效果技能持续时间延长5秒。	技能描述	WXSJ_skill_ditaohua_2_4	0	0	-1	5	500|500|500|500|500	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		10	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	0	2	20		140	-1	0	0	0	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	4	-1	1	-1	0	0	0	100|100|100|100|100	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	32176|32177|32178|32179|32180|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
########	以下是技能1314的召唤兽技能			########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########				
1321		12	灵玉箫	技能描述	#G在原地召唤一个500血的笛子持续20秒，笛子每5秒，驱散笛子3米范围内的一个状态，是敌人驱散增益，是友方则驱散减益。|#G在原地召唤一个500血的笛子持续30秒，笛子每5秒，驱散笛子3米范围内的一个状态，是敌人驱散增益，是友方则驱散减益。|#G在原地召唤一个500血的笛子持续40秒，笛子每5秒，驱散笛子3米范围内的一个状态，是敌人驱散增益，是友方则驱散减益。|#G在原地召唤一个500血的笛子持续50秒，笛子每5秒，驱散笛子3米范围内的一个状态，是敌人驱散增益，是友方则驱散减益。|#G在原地召唤一个500血的笛子持续60秒，笛子每5秒，驱散笛子3米范围内的一个状态，是敌人驱散增益，是友方则驱散减益，且附带满级效果被召唤的笛子生命额外增加1500点。	技能描述	WXSJ_skill_ditaohua_1_14	0	0	-1	5	5000|5000|5000|5000|5000	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		10	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	0	2	6		127	-1	0	0	0	0		1	100	2	32656	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	0	4	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	0	-1	6|6|6|6|6	360	2|2|2|2|2	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	32656|32657|32658|32659|32660|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
########	音桃花技	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########				
########	音桃花技	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########				
########	音桃花技	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########	########				
1401		13	与世无争	技能描述	#G永久提高所有属性1点|#G永久提高所有属性2点|#G永久提高所有属性3点|#G永久提高所有属性4点|#G永久提高所有属性5点，同时附带满级效果永久提高水属性攻击3点。	222	WXSJ_skill_yintaohua_1_1	0	0	-1	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	3	1			-1	0	0	1	2		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	12	1	0	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	0	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	20026|20027|20028|20029|20030|	|引导周期的附加效果1	-1	生效一次的附加效果2	-1|-1|-1|-1|20031	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1				0
