INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	STRING
12112103	12	11	2103	WXSJ_souxia_chaixie_1_2	上品碎精道具	可将初级搜侠录上的技能，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112104	12	11	2104	WXSJ_souxia_chaixie_1_2	上品碎魄道具	可将初级搜侠录上的技能，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112105	12	11	2105	WXSJ_souxia_chaixie_1_2	上品碎灵道具	可将初级搜侠录上的技能，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112106	12	11	2106	WXSJ_souxia_chaixie_1_2	上品裂心道具	可将初级搜侠录上的配方，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112107	12	11	2107	WXSJ_souxia_chaixie_1_2	上品裂魂道具	可将初级搜侠录上的配方，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112108	12	11	2108	WXSJ_souxia_chaixie_1_2	上品裂精道具	可将初级搜侠录上的配方，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112109	12	11	2109	WXSJ_souxia_chaixie_1_2	上品裂魄道具	可将初级搜侠录上的配方，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112110	12	11	2110	WXSJ_souxia_chaixie_1_2	上品裂灵道具	可将初级搜侠录上的配方，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112111	12	11	2111	WXSJ_souxia_chaixie_1_2	上品陨心道具	可将初级搜侠录上的召唤，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112112	12	11	2112	WXSJ_souxia_chaixie_1_2	上品陨魂道具	可将初级搜侠录上的召唤，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112113	12	11	2113	WXSJ_souxia_chaixie_1_2	上品陨精道具	可将初级搜侠录上的召唤，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112114	12	11	2114	WXSJ_souxia_chaixie_1_2	上品陨魄道具	可将初级搜侠录上的召唤，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112115	12	11	2115	WXSJ_souxia_chaixie_1_2	上品陨灵道具	可将初级搜侠录上的召唤，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112116	12	11	2116	WXSJ_souxia_chaixie_1_2	上品卸心道具	可将初级搜侠录上的坐骑，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112117	12	11	2117	WXSJ_souxia_chaixie_1_2	上品卸魂道具	可将初级搜侠录上的坐骑，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112118	12	11	2118	WXSJ_souxia_chaixie_1_2	上品卸精道具	可将初级搜侠录上的坐骑，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112119	12	11	2119	WXSJ_souxia_chaixie_1_2	上品卸魄道具	可将初级搜侠录上的坐骑，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112120	12	11	2120	WXSJ_souxia_chaixie_1_2	上品卸灵道具	可将初级搜侠录上的坐骑，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112201	12	11	2201	WXSJ_souxia_chaixie_1_3	精品碎心道具	可将中级搜侠录上的技能，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112202	12	11	2202	WXSJ_souxia_chaixie_1_3	精品碎魂道具	可将中级搜侠录上的技能，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112203	12	11	2203	WXSJ_souxia_chaixie_1_3	精品碎精道具	可将中级搜侠录上的技能，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112204	12	11	2204	WXSJ_souxia_chaixie_1_3	精品碎魄道具	可将中级搜侠录上的技能，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112205	12	11	2205	WXSJ_souxia_chaixie_1_3	精品碎灵道具	可将中级搜侠录上的技能，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112206	12	11	2206	WXSJ_souxia_chaixie_1_3	精品裂心道具	可将中级搜侠录上的配方，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112207	12	11	2207	WXSJ_souxia_chaixie_1_3	精品裂魂道具	可将中级搜侠录上的配方，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112208	12	11	2208	WXSJ_souxia_chaixie_1_3	精品裂精道具	可将中级搜侠录上的配方，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112209	12	11	2209	WXSJ_souxia_chaixie_1_3	精品裂魄道具	可将中级搜侠录上的配方，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112210	12	11	2210	WXSJ_souxia_chaixie_1_3	精品裂灵道具	可将中级搜侠录上的配方，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112211	12	11	2211	WXSJ_souxia_chaixie_1_3	精品陨心道具	可将中级搜侠录上的召唤，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112212	12	11	2212	WXSJ_souxia_chaixie_1_3	精品陨魂道具	可将中级搜侠录上的召唤，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112213	12	11	2213	WXSJ_souxia_chaixie_1_3	精品陨精道具	可将中级搜侠录上的召唤，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112214	12	11	2214	WXSJ_souxia_chaixie_1_3	精品陨魄道具	可将中级搜侠录上的召唤，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112215	12	11	2215	WXSJ_souxia_chaixie_1_3	精品陨灵道具	可将中级搜侠录上的召唤，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112216	12	11	2216	WXSJ_souxia_chaixie_1_3	精品卸心道具	可将中级搜侠录上的坐骑，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112217	12	11	2217	WXSJ_souxia_chaixie_1_3	精品卸魂道具	可将中级搜侠录上的坐骑，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112218	12	11	2218	WXSJ_souxia_chaixie_1_3	精品卸精道具	可将中级搜侠录上的坐骑，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112219	12	11	2219	WXSJ_souxia_chaixie_1_3	精品卸魄道具	可将中级搜侠录上的坐骑，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112220	12	11	2220	WXSJ_souxia_chaixie_1_3	精品卸灵道具	可将中级搜侠录上的坐骑，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112301	12	11	2301	WXSJ_souxia_chaixie_1_4	极品碎心道具	可将高级搜侠录上的技能，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112302	12	11	2302	WXSJ_souxia_chaixie_1_4	极品碎魂道具	可将高级搜侠录上的技能，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112303	12	11	2303	WXSJ_souxia_chaixie_1_4	极品碎精道具	可将高级搜侠录上的技能，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112304	12	11	2304	WXSJ_souxia_chaixie_1_4	极品碎魄道具	可将高级搜侠录上的技能，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112305	12	11	2305	WXSJ_souxia_chaixie_1_4	极品碎灵道具	可将高级搜侠录上的技能，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112306	12	11	2306	WXSJ_souxia_chaixie_1_4	极品裂心道具	可将高级搜侠录上的配方，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112307	12	11	2307	WXSJ_souxia_chaixie_1_4	极品裂魂道具	可将高级搜侠录上的配方，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112308	12	11	2308	WXSJ_souxia_chaixie_1_4	极品裂精道具	可将高级搜侠录上的配方，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112309	12	11	2309	WXSJ_souxia_chaixie_1_4	极品裂魄道具	可将高级搜侠录上的配方，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112310	12	11	2310	WXSJ_souxia_chaixie_1_4	极品裂灵道具	可将高级搜侠录上的配方，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112311	12	11	2311	WXSJ_souxia_chaixie_1_4	极品陨心道具	可将高级搜侠录上的召唤，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112312	12	11	2312	WXSJ_souxia_chaixie_1_4	极品陨魂道具	可将高级搜侠录上的召唤，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112313	12	11	2313	WXSJ_souxia_chaixie_1_4	极品陨精道具	可将高级搜侠录上的召唤，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112314	12	11	2314	WXSJ_souxia_chaixie_1_4	极品陨魄道具	可将高级搜侠录上的召唤，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112315	12	11	2315	WXSJ_souxia_chaixie_1_4	极品陨灵道具	可将高级搜侠录上的召唤，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112316	12	11	2316	WXSJ_souxia_chaixie_1_4	极品卸心道具	可将高级搜侠录上的坐骑，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112317	12	11	2317	WXSJ_souxia_chaixie_1_4	极品卸魂道具	可将高级搜侠录上的坐骑，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112318	12	11	2318	WXSJ_souxia_chaixie_1_4	极品卸精道具	可将高级搜侠录上的坐骑，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112319	12	11	2319	WXSJ_souxia_chaixie_1_4	极品卸魄道具	可将高级搜侠录上的坐骑，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112320	12	11	2320	WXSJ_souxia_chaixie_1_4	极品卸灵道具	可将高级搜侠录上的坐骑，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112401	12	11	2401	WXSJ_souxia_chaixie_1_5	仙品碎心道具	可将特级搜侠录上的技能，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112402	12	11	2402	WXSJ_souxia_chaixie_1_5	仙品碎魂道具	可将特级搜侠录上的技能，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112403	12	11	2403	WXSJ_souxia_chaixie_1_5	仙品碎精道具	可将特级搜侠录上的技能，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112404	12	11	2404	WXSJ_souxia_chaixie_1_5	仙品碎魄道具	可将特级搜侠录上的技能，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112405	12	11	2405	WXSJ_souxia_chaixie_1_5	仙品碎灵道具	可将特级搜侠录上的技能，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112406	12	11	2406	WXSJ_souxia_chaixie_1_5	仙品裂心道具	可将特级搜侠录上的配方，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112407	12	11	2407	WXSJ_souxia_chaixie_1_5	仙品裂魂道具	可将特级搜侠录上的配方，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112408	12	11	2408	WXSJ_souxia_chaixie_1_5	仙品裂精道具	可将特级搜侠录上的配方，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112409	12	11	2409	WXSJ_souxia_chaixie_1_5	仙品裂魄道具	可将特级搜侠录上的配方，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112410	12	11	2410	WXSJ_souxia_chaixie_1_5	仙品裂灵道具	可将特级搜侠录上的配方，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112411	12	11	2411	WXSJ_souxia_chaixie_1_5	仙品陨心道具	可将特级搜侠录上的召唤，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112412	12	11	2412	WXSJ_souxia_chaixie_1_5	仙品陨魂道具	可将特级搜侠录上的召唤，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112413	12	11	2413	WXSJ_souxia_chaixie_1_5	仙品陨精道具	可将特级搜侠录上的召唤，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112414	12	11	2414	WXSJ_souxia_chaixie_1_5	仙品陨魄道具	可将特级搜侠录上的召唤，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112415	12	11	2415	WXSJ_souxia_chaixie_1_5	仙品陨灵道具	可将特级搜侠录上的召唤，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112416	12	11	2416	WXSJ_souxia_chaixie_1_5	仙品卸心道具	可将特级搜侠录上的坐骑，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112417	12	11	2417	WXSJ_souxia_chaixie_1_5	仙品卸魂道具	可将特级搜侠录上的坐骑，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112418	12	11	2418	WXSJ_souxia_chaixie_1_5	仙品卸精道具	可将特级搜侠录上的坐骑，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112419	12	11	2419	WXSJ_souxia_chaixie_1_5	仙品卸魄道具	可将特级搜侠录上的坐骑，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112420	12	11	2420	WXSJ_souxia_chaixie_1_5	仙品卸灵道具	可将特级搜侠录上的坐骑，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114001	12	11	4001	WXSJ_souxia_lianhua_1_1	烟水晶	可以将技能，炼化到低级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114002	12	11	4002	WXSJ_souxia_lianhua_1_1	黑发晶	可以将技能，炼化到低级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114003	12	11	4003	WXSJ_souxia_lianhua_1_1	紫水晶	可以将技能，炼化到低级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114004	12	11	4004	WXSJ_souxia_lianhua_1_1	红发晶	可以将技能，炼化到低级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114005	12	11	4005	WXSJ_souxia_lianhua_1_1	金发晶	可以将技能，炼化到低级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114006	12	11	4006	WXSJ_souxia_lianhua_1_1	荧光道具	可以将配方，炼化到低级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114007	12	11	4007	WXSJ_souxia_lianhua_1_1	绿菱道具	可以将配方，炼化到低级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114008	12	11	4008	WXSJ_souxia_lianhua_1_1	神引道具	可以将配方，炼化到低级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114009	12	11	4009	WXSJ_souxia_lianhua_1_1	穿云道具	可以将配方，炼化到低级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114010	12	11	4010	WXSJ_souxia_lianhua_1_1	天瞳道具	可以将配方，炼化到低级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114011	12	11	4011	WXSJ_souxia_lianhua_1_1	幻魔道具	可以将召唤，炼化到低级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114012	12	11	4012	WXSJ_souxia_lianhua_1_1	鬼眼道具	可以将召唤，炼化到低级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114013	12	11	4013	WXSJ_souxia_lianhua_1_1	吞天道具	可以将召唤，炼化到低级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114014	12	11	4014	WXSJ_souxia_lianhua_1_1	永夜道具	可以将召唤，炼化到低级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114015	12	11	4015	WXSJ_souxia_lianhua_1_1	地煞道具	可以将召唤，炼化到低级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114016	12	11	4016	WXSJ_souxia_lianhua_1_1	贪狼道具	可以将坐骑，炼化到低级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114017	12	11	4017	WXSJ_souxia_lianhua_1_1	破军道具	可以将坐骑，炼化到低级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114018	12	11	4018	WXSJ_souxia_lianhua_1_1	天魁道具	可以将坐骑，炼化到低级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114019	12	11	4019	WXSJ_souxia_lianhua_1_1	巽风道具	可以将坐骑，炼化到低级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114020	12	11	4020	WXSJ_souxia_lianhua_1_1	艮山道具	可以将坐骑，炼化到低级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114101	12	11	4101	WXSJ_souxia_lianhua_1_2	上品烟水晶	可以将技能，炼化到初级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114102	12	11	4102	WXSJ_souxia_lianhua_1_2	上品黑发晶	可以将技能，炼化到初级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114103	12	11	4103	WXSJ_souxia_lianhua_1_2	上品紫水晶	可以将技能，炼化到初级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114104	12	11	4104	WXSJ_souxia_lianhua_1_2	上品红发晶	可以将技能，炼化到初级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114105	12	11	4105	WXSJ_souxia_lianhua_1_2	上品金发晶	可以将技能，炼化到初级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114106	12	11	4106	WXSJ_souxia_lianhua_1_2	上品荧光道具	可以将配方，炼化到初级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114107	12	11	4107	WXSJ_souxia_lianhua_1_2	上品绿菱道具	可以将配方，炼化到初级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114108	12	11	4108	WXSJ_souxia_lianhua_1_2	上品神引道具	可以将配方，炼化到初级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114109	12	11	4109	WXSJ_souxia_lianhua_1_2	上品穿云道具	可以将配方，炼化到初级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114110	12	11	4110	WXSJ_souxia_lianhua_1_2	上品天瞳道具	可以将配方，炼化到初级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114111	12	11	4111	WXSJ_souxia_lianhua_1_2	上品幻魔道具	可以将召唤，炼化到初级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114112	12	11	4112	WXSJ_souxia_lianhua_1_2	上品鬼眼道具	可以将召唤，炼化到初级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114113	12	11	4113	WXSJ_souxia_lianhua_1_2	上品吞天道具	可以将召唤，炼化到初级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
