INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
303	10222402	魔防肩配方2	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
304	10222403	魔防肩配方3	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
305	10222404	魔防肩配方4	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
306	10222405	魔防肩配方5	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
307	10222406	魔防肩配方6	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
308	10222407	魔防肩配方7	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
309	10222408	魔防肩配方8	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
310	10222409	魔防肩配方9	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
311	10222410	魔防肩配方10	1	1	2	4	50	2	2	4	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
312	10230201	衣服配方1	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
313	10230202	衣服配方2	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
314	10230203	衣服配方3	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
315	10230204	衣服配方4	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
316	10230205	衣服配方5	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
317	10230206	衣服配方6	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
318	10230207	衣服配方7	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
319	10230208	衣服配方8	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
320	10230209	衣服配方9	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
321	10230210	衣服配方10	1	1	2	4	50	2	2	4	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
322	10232201	近防衣服配方1	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
323	10232202	近防衣服配方2	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
324	10232203	近防衣服配方3	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
325	10232204	近防衣服配方4	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
326	10232205	近防衣服配方5	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
327	10232206	近防衣服配方6	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
328	10232207	近防衣服配方7	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
329	10232208	近防衣服配方8	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
330	10232209	近防衣服配方9	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
331	10232210	近防衣服配方10	1	1	2	4	50	2	2	4	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
332	10232301	远防衣服配方1	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
333	10232302	远防衣服配方2	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
334	10232303	远防衣服配方3	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
335	10232304	远防衣服配方4	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
336	10232305	远防衣服配方5	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
337	10232306	远防衣服配方6	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
338	10232307	远防衣服配方7	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
339	10232308	远防衣服配方8	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
340	10232309	远防衣服配方9	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
341	10232310	远防衣服配方10	1	1	2	4	50	2	2	4	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
342	10232401	魔防衣服配方1	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
343	10232402	魔防衣服配方2	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
344	10232403	魔防衣服配方3	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
345	10232404	魔防衣服配方4	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
346	10232405	魔防衣服配方5	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
347	10232406	魔防衣服配方6	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
348	10232407	魔防衣服配方7	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
349	10232408	魔防衣服配方8	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
350	10232409	魔防衣服配方9	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
351	10232410	魔防衣服配方10	1	1	2	4	50	2	2	4	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
352	10240201	护腕配方1	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
353	10240202	护腕配方2	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
354	10240203	护腕配方3	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
355	10240204	护腕配方4	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
356	10240205	护腕配方5	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
357	10240206	护腕配方6	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
358	10240207	护腕配方7	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
359	10240208	护腕配方8	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
360	10240209	护腕配方9	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
361	10240210	护腕配方10	1	1	2	4	50	2	2	4	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
362	10242201	近防护腕配方1	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
363	10242202	近防护腕配方2	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
364	10242203	近防护腕配方3	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
365	10242204	近防护腕配方4	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
366	10242205	近防护腕配方5	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
367	10242206	近防护腕配方6	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
368	10242207	近防护腕配方7	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
369	10242208	近防护腕配方8	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
370	10242209	近防护腕配方9	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
371	10242210	近防护腕配方10	1	1	2	4	50	2	2	4	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
372	10242301	远防护腕配方1	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
373	10242302	远防护腕配方2	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
374	10242303	远防护腕配方3	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
375	10242304	远防护腕配方4	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
376	10242305	远防护腕配方5	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
377	10242306	远防护腕配方6	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
378	10242307	远防护腕配方7	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
																																	
																																	
########	搜侠录测试配方		########	########	########	########																											
999	10271001	新手棒配方	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	0
########	########	########	########	########	########	########																											
