INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	FLOAT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	STRING	STRING	INT	INT	INT
4005	登云	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4006	曲风	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4007	游天	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4008	游龙	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4009	张旭	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4010	张晟	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4011	吴毅	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4012	胡亮	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4013	陶行	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4014	陈可欣	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4015	鲍安	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4016	杜朗明	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4017	平池	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4018	周必还	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4019	吴飞穹	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4020	海岸苏鲁锭	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4021	边境NPC22	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4022	边境NPC23	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4023	边境NPC24	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4024	边境NPC25	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4025	边境NPC26	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4026	边境NPC27	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4027	边境NPC28	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4028	边境NPC29	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4029	边境NPC30	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4030	边境NPC31	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4031	边境NPC32	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4032	边境NPC33	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4033	边境NPC34	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4034	边境NPC35	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4035	边境NPC36	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4036	边境NPC37	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4037	边境NPC38	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4038	边境NPC39	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4039	边境NPC40	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4040	边境NPC41	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4041	边境NPC42	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4042	边境NPC43	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4043	边境NPC44	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4044	边境NPC45	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4045	边境NPC46	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4046	边境NPC47	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4047	边境NPC48	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4048	边境NPC49	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4049	边境NPC50	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4050	边境NPC51	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4051	边境NPC52	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4052	边境NPC53	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4053	边境NPC54	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4054	边境NPC55	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4055	边境NPC56	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4056	边境NPC57	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4057	边境NPC58	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4058	边境NPC59	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4059	边境NPC60	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4060	边境NPC61	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4061	边境NPC62	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4062	边境NPC63	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4063	边境NPC64	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4064	边境NPC65	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4065	边境NPC66	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4066	边境NPC67	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4067	边境NPC68	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4068	边境NPC69	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4069	边境NPC70	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4070	边境NPC71	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4071	边境NPC72	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4072	边境NPC73	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4073	边境NPC74	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4074	边境NPC75	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4075	边境NPC76	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4076	边境NPC77	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4077	边境NPC78	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4078	边境NPC79	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4079	边境NPC80	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4080	边境NPC81	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4081	边境NPC82	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4082	边境NPC83	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4083	边境NPC84	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4084	边境NPC85	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4085	边境NPC86	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4086	边境NPC87	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
4087	边境NPC88	1	10000	10	57	6	0	4174		1568	0	1568		1000	3795	0	0	100	0	5	0	0	60	0			60	60	60	60			2046	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	1	10	10	2000	1000	100	0	-1	3	-1	20	1	1	0	0	-1	-1	20	0	-1	0									-1		2	任务	b			
