INT	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING
1006	156453715	20	10016002|10026002|10036002|10046002|10056002|10066002	10	20	10070001|10080001|10090001|10100001|10110001|10120001	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1007	10	20	10016002|10026002|10036002|10046002|10056002|10066002	10	20	10070001|10080001|10090001|10100001|10110001|10120001	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1008	10	20	10016002|10026002|10036002|10046002|10056002|10066002	10	20	10070001|10080001|10090001|10100001|10110001|10120001	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1009	78226857	20	10010201|10020201|10030201|10040201|10050201|10060201	31290743	20	10070201|10080201|10090201|10100201|10110201|10120201	100000000	5	12010001	40000000	5	11960001	20000000	20	12010002|12020002|11960002|11000002|11000004|11010002|11020002|11970021	20000000	20	11980016|11980032|11980042|11980052|12051001|12052001|12053001|12058001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1010	78226857	20	10012201|10022201|10032201|10042201|10052201|10062201	31290743	20	10072201|10082201|10092201|10102201|10112201|10122201	100000000	5	12010001	40000000	5	11960001	20000000	20	12010002|12020002|11960002|11000002|11000004|11010002|11020002|11970021	20000000	20	11980016|11980032|11980042|11980052|12051001|12052001|12053001|12058001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1011	65189048	20	10016001|10026001|10036001|10046001|10056001|10066001	26075619	20	10072201|10082201|10092201|10102201|10112201|10122201	50000000	5	12010002	20000000	5	11960002	20000000	20	12010002|12020002|11960002|11000002|11000004|11010002|11020002|11970021	20000000	20	11980016|11980032|11980042|11980052|12051001|12052001|12053001|12058001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1012	52151238	20	10017001|10027001|10037001|10047001|10057001|10067001	20860495	20	10072201|10082201|10092201|10102201|10112201|10122201	50000000	5	12010002	20000000	5	11960002	20000000	20	12010002|12020002|11960002|11000002|11000004|11010002|11020002|11970021	20000000	20	11980016|11980032|11980042|11980052|12051001|12052001|12053001|12058001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1013	10	20	10017001|10027001|10037001|10047001|10057001|10067001	10	20	10072201|10082201|10092201|10102201|10112201|10122201	50000000	5	12010002	20000000	5	11960002	20000000	20	12010002|12020002|11960002|11000002|11000004|11010002|11020002|11970021	20000000	20	11980016|11980032|11980042|11980052|12051001|12052001|12053001|12058001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1014	39113428	20	10010202|10030202|10030202|10040202|10050202|10060202	15645371	20	10070202|10080202|10090202|10100202|10110202|10120202	33333333	5	12010003	13333333	5	11960003	13333333	20	12010003|12020003|11960003|11010003|11020003|11980017|11980033|11980043	8333333	20	12054001|12055001|12056001|12057001|12030002	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1015	39113428	20	10012202|10022202|10032202|10042202|10052202|10062202	15645371	20	10072202|10082202|10092202|10102202|10112202|10122202	33333333	5	12010003	13333333	5	11960003	13333333	20	12010003|12020003|11960003|11010003|11020003|11980017|11980033|11980043	8333333	20	12054001|12055001|12056001|12057001|12030002	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1016	26075619	20	10010203|10020203|10030203|10040203|10050203|10060203	10430247	20	10070203|10080203|10090203|10100203|10110203|10120203	25000000	5	12010004	10000000	5	11960004	13333333	20	12010003|12020003|11960003|11010003|11020003|11980017|11980033|11980043	8333333	20	12054001|12055001|12056001|12057001|12030002	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1017	26075619	20	10010203|10020203|10030203|10040203|10050203|10060203	10430247	20	10072203|10082203|10092203|10102203|10112203|10122203	25000000	5	12010004	10000000	5	11960004	13333333	20	12010003|12020003|11960003|11010003|11020003|11980017|11980033|11980043	8333333	20	12054001|12055001|12056001|12057001|12030002	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1018	26075619	20	10010203|10020203|10030203|10040203|10050203|10060203	10430247	20	10072303|10084001|10094001|10094001|10114001|10124001	25000000	5	12010004	10000000	5	11960004	13333333	20	12010003|12020003|11960003|11010003|11020003|11980017|11980033|11980043	8333333	20	12054001|12055001|12056001|12057001|12030002	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1019	19556714	20	10070204|10080204|10090204|10100204|10110204|10120204	7822685	20	10070204|10080204|10090204|10100204|10110204|10120204	20000000	5	12010005	8000000	5	11960005	10000000	20	12010004|12020004|11960004|11010004|11020004|11980018|11980034|11980044	10000000	20	11980054|12051003|12052003|12053003|12058003|12054003|12055003|12056003	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1020	19556714	20	10072204|10082204|10092204|10092204|10112204|10122204	7822685	20	10072204|10082204|10092204|10092204|10112204|10122204	20000000	5	12010005	8000000	5	11960005	10000000	20	12010004|12020004|11960004|11010004|11020004|11980018|11980034|11980044	10000000	20	11980054|12051003|12052003|12053003|12058003|12054003|12055003|12056003	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1021	15645371	20	10070205|10080205|10090205|10100205|10110205|10120205	6258148	20	10070205|10080205|10090205|10100205|10110205|10120205	16666666	5	12010006	6666666	5	11960006	8000000	20	12010005|12020005|11960005|11010005|11020005|11980019|11980035|11980045	8000000	20	11980055|12051004|12052004|12053004|12058004|12054004|12055004|12056004	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1022	15645371	20	10072205|10082205|10092205|10102205|10112205|10122205	6258148	20	10072205|10082205|10092205|10102205|10112205|10122205	16666666	5	12010006	6666666	5	11960006	8000000	20	12010005|12020005|11960005|11010005|11020005|11980019|11980035|11980045	8000000	20	11980055|12051004|12052004|12053004|12058004|12054004|12055004|12056004	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1023	15645371	20	10072305|10083001|10093001|10103001|10113001|10123001	6258148	20	10072305|10083001|10093001|10103001|10113001|10123001	16666666	5	12010006	6666666	5	11960006	8000000	20	12010005|12020005|11960005|11010005|11020005|11980019|11980035|11980045	8000000	20	11980055|12051004|12052004|12053004|12058004|12054004|12055004|12056004	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1024	13037809	20	10070206|10080206|10090206|10100206|10110206|10120206	5215123	20	10070206|10080206|10090206|10100206|10110206|10120206	14285714	5	12010007	5714285	5	11960007	6666666	20	12010006|12020006|11960006|11010006|11020006|11980020|11980036|11980046	6666666	20	11980056|12051005|12052005|12053005|12058005|12054005|12055005|12056005	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1025	13037809	20	10072206|10082206|10092206|10102206|10112206|10122206	5215123	20	10072206|10082206|10092206|10102206|10112206|10122206	14285714	5	12010007	5714285	5	11960007	6666666	20	12010006|12020006|11960006|11010006|11020006|11980020|11980036|11980046	6666666	20	11980056|12051005|12052005|12053005|12058005|12054005|12055005|12056005	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1026	13037809	20	10072306|10084002|10094002|10104002|10114002|10124002	5215123	20	10072306|10084002|10094002|10104002|10114002|10124002	14285714	5	12010007	5714285	5	11960007	6666666	20	12010006|12020006|11960006|11010006|11020006|11980020|11980036|11980046	6666666	20	11980056|12051005|12052005|12053005|12058005|12054005|12055005|12056005	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1027	11175265	20	10070207|10080207|10090207|10100207|10110207|10120207	4470106	20	10070207|10080207|10090207|10100207|10110207|10120207	12500000	5	12010008	5000000	5	11960008	5714285	20	12010007|12020007|11960007|11010007|11020007|11980021|11980037|11980047	5714285	20	11980057|12051006|12052006|12053006|12058006|12054006|12055006|12056006	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1028	11175265	20	10072207|10082207|10092207|10102207|10112207|10122207	4470106	20	10072207|10082207|10092207|10102207|10112207|10122207	12500000	5	12010008	5000000	5	11960008	5714285	20	12010007|12020007|11960007|11010007|11020007|11980021|11980037|11980047	5714285	20	11980057|12051006|12052006|12053006|12058006|12054006|12055006|12056006	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1029	9778357	20	10070208|10080208|10090208|10100208|10110208|10120208	3911342	20	10070208|10080208|10090208|10100208|10110208|10120208	11111111	5	12010009	4444444	5	11960009	5000000	20	12010008|12020008|11960008|11010008|11020008|11980038|11980048|11980058	5000000	20	12051007|12052007|12053007|12058007|12054007|12055007|12056007|12057007	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1030	9778357	20	10072208|10082208|10092208|10102208|10112208|10122208	3911342	20	10072208|10082208|10092208|10102208|10112208|10122208	11111111	5	12010009	4444444	5	11960009	5000000	20	12010008|12020008|11960008|11010008|11020008|11980038|11980048|11980058	5000000	20	12051007|12052007|12053007|12058007|12054007|12055007|12056007|12057007	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1031	9778357	20	10072308|10083002|10093002|10103002|10113002|10123002	3911342	20	10072308|10083002|10093002|10103002|10113002|10123002	11111111	5	12010009	4444444	5	11960009	5000000	20	12010008|12020008|11960008|11010008|11020008|11980038|11980048|11980058	5000000	20	12051007|12052007|12053007|12058007|12054007|12055007|12056007|12057007	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1032	8691873	20	10010209|10020209|10030209|10040209|10050209|10060209	3476749	20	10070209|10080209|10090209|10100209|10110209|10120209	10000000	5	12010010	4000000	5	11960010	4444444	20	12010009|12020009|11960009|11010009|11020009|11980039|11980049|11980059	4444444	20	12051008|12052008|12053008|12058008|12054008|12055008|12056008|12057008	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1033	8691873	20	10012209|10022209|10032209|10042209|10052209|10062209	3476749	20	10072209|10082209|10092209|10102209|10112209|10122209	10000000	5	12010010	4000000	5	11960010	4444444	20	12010009|12020009|11960009|11010009|11020009|11980039|11980049|11980059	4444444	20	12051008|12052008|12053008|12058008|12054008|12055008|12056008|12057008	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1034	8691873	20	10014003|10024003|10034003|10044003|10054003|10064003	3476749	20	10072309|10084003|10094003|10104003|10114003|10124003	10000000	5	12010010	4000000	5	11960010	4444444	20	12010009|12020009|11960009|11010009|11020009|11980039|11980049|11980059	4444444	20	12051008|12052008|12053008|12058008|12054008|12055008|12056008|12057008	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1035	7822685	20	10010210|10020210|10030210|10040210|10050210|10060210	3129074	20	10070210|10080210|10090210|10100210|10110210|10120210	10000000	5	12010010	4000000	5	11960010	4000000	20	12010010|12020010|11960010|11010010|11020010|12051009|12052009|12053009	2500000	20	12058009|12054009|12055009|12056009|12057009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1036	7822685	20	10012210|10022210|10032210|10042210|10052210|10062210	3129074	20	10072210|10082210|10092210|10102210|10112210|10122210	10000000	5	12010010	4000000	5	11960010	4000000	20	12010010|12020010|11960010|11010010|11020010|12051009|12052009|12053009	2500000	20	12058009|12054009|12055009|12056009|12057009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1037	7822685	20	10010210|10020210|10030210|10040210|10050210|10060210	3129074	20	10072310|10083003|10093003|10103003|10113003|10123003	10000000	5	12010010	4000000	5	11960010	4000000	20	12010010|12020010|11960010|11010010|11020010|12051009|12052009|12053009	2500000	20	12058009|12054009|12055009|12056009|12057009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1038	156453715	20	10010010|10020010|10030010|10040010|10050010|10060010	62581486	20	10070010|10080010|10090010|10100010|10110010|10120010	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1039	52151238	20	10010020|10020020|10030020|10040020|10050020|10060020	20860495	20	10070020|10080020|10090020|10100020|10110020|10120020	50000000	5	12010002	20000000	5	11960002	20000000	20	12010002|12020002|11960002|11000002|11000004|11010002|11020002|11970021	20000000	20	11980016|11980032|11980042|11980052|12051001|12052001|12053001|12058001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1040	31290743	20	10010030|10020030|10030030|10040030|10050030|10060030	12516297	20	10070030|10080030|10090030|10100030|10110030|10120030	33333333	5	12010003	13333333	5	11960003	13333333	20	12010003|12020003|11960003|11010003|11020003|11980017|11980033|11980043	8333333	20	12054001|12055001|12056001|12057001|12030002	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1041	22350530	20	10070040|10080040|10090040|10100040|10110040|10120040	8940212	20	10070040|10080040|10090040|10100040|10110040|10120040	25000000	5	12010004	10000000	5	11960004	10000000	20	12010004|12020004|11960004|11010004|11020004|11980018|11980034|11980044	10000000	20	11980054|12051003|12052003|12053003|12058003|12054003|12055003|12056003	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1042	17383746	20	10070050|10080050|10090050|10100050|10110050|10120050	6953498	20	10070050|10080050|10090050|10100050|10110050|10120050	20000000	5	12010005	8000000	5	11960005	8000000	20	12010005|12020005|11960005|11010005|11020005|11980019|11980035|11980045	8000000	20	11980055|12051004|12052004|12053004|12058004|12054004|12055004|12056004	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1043	78226857	20	10011002|10021002|10031002|10041002|10051002|10061002	10	20	10070050|10080050|10090050|10100050|10110050|10120050	100000000	5	12010001	40000000	5	11960001	20000000	20	12010002|12020002|11960002|11000002|11000004|11010002|11020002|11970021	20000000	20	11980016|11980032|11980042|11980052|12051001|12052001|12053001|12058001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1044	14223065	20	10070060|10080060|10100060|10100060|10110060|10120060	5689226	20	10070060|10080060|10100060|10100060|10110060|10120060	16666666	5	12010006	6666666	5	11960006	5714285	20	12010007|12020007|11960007|11010007|11020007|11980021|11980037|11980047	5714285	20	11980057|12051006|12052006|12053006|12058006|12054006|12055006|12056006	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1045	12034901	20	10070070|10080070|10090070|10100070|10110070|10120070	4813960	20	10070070|10080070|10090070|10100070|10110070|10120070	14285714	5	12010007	5714285	5	11960007	5000000	20	12010008|12020008|11960008|11010008|11020008|11980038|11980048|11980058	5000000	20	12051007|12052007|12053007|12058007|12054007|12055007|12056007|12057007	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1046	10430247	20	10070080|10080080|10090080|10100080|10110080|10120080	4172099	20	10070080|10080080|10090080|10100080|10110080|10120080	12500000	5	12010008	5000000	5	11960008	4444444	20	12010009|12020009|11960009|11010009|11020009|11980039|11980049|11980059	4444444	20	12051008|12052008|12053008|12058008|12054008|12055008|12056008|12057008	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1047	9203159	20	10010090|10020090|10030090|10040090|10050090|10060090	3681263	20	10070090|10090090|10090090|10100090|10110090|10120090	11111111	5	12010009	4444444	5	11960009	4000000	20	12010010|12020010|11960010|11010010|11020010|12051009|12052009|12053009	2500000	20	12058009|12054009|12055009|12056009|12057009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1048	104302477	20	10200000	104302477	20	10230000	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1049	104302477	20	10200001	104302477	20	10230001	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1050	104302477	20	10200002	104302477	20	10230002	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1051	10	20	10200002	10	20	10230002	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1052	26075619	20	10201001	26075619	20	10231002	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1053	10	20	10201001	10	20	10231002	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1054	10	20	10201001	10	20	10231002	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1055	13037809	20	10201002	13037809	20	10231001	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1056	20860495	20	10200201|10202201	20860495	20	10230201|10232201	100000000	5	12010001	40000000	5	11960001	20000000	20	12010002|12020002|11960002|11000002|11000004|11010002|11020002|11970021	20000000	20	11980016|11980032|11980042|11980052|12051001|12052001|12053001|12058001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1057	20860495	20	10202301|10202401	20860495	20	10232301|10232401	100000000	5	12010001	40000000	5	11960001	20000000	20	12010002|12020002|11960002|11000002|11000004|11010002|11020002|11970021	20000000	20	11980016|11980032|11980042|11980052|12051001|12052001|12053001|12058001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1058	8691873	20	10206001	8691873	20	10236001	50000000	5	12010002	20000000	5	11960002	20000000	20	12010002|12020002|11960002|11000002|11000004|11010002|11020002|11970021	20000000	20	11980016|11980032|11980042|11980052|12051001|12052001|12053001|12058001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1059	6953498	20	10207001	6953498	20	10237001	50000000	5	12010002	20000000	5	11960002	20000000	20	12010002|12020002|11960002|11000002|11000004|11010002|11020002|11970021	20000000	20	11980016|11980032|11980042|11980052|12051001|12052001|12053001|12058001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1060	5794582	20	10206002	5794582	20	10236002	50000000	5	12010002	20000000	5	11960002	20000000	20	12010002|12020002|11960002|11000002|11000004|11010002|11020002|11970021	20000000	20	11980016|11980032|11980042|11980052|12051001|12052001|12053001|12058001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1061	10430247	20	10200202|10202202	10430247	20	10230202|10232202	33333333	5	12010003	13333333	5	11960003	13333333	20	12010003|12020003|11960003|11010003|11020003|11980017|11980033|11980043	8333333	20	12054001|12055001|12056001|12057001|12030002	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1062	10430247	20	10202302|10202402	10430247	20	10232302|10232402	33333333	5	12010003	13333333	5	11960003	13333333	20	12010003|12020003|11960003|11010003|11020003|11980017|11980033|11980043	8333333	20	12054001|12055001|12056001|12057001|12030002	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1063	13906996	20	10200203|10202203|10202303|10202403	13906996	20	10230203|10232203|10232303|10232403	25000000	5	12010004	10000000	5	11960004	13333333	20	12010003|12020003|11960003|11010003|11020003|11980017|11980033|11980043	8333333	20	12054001|12055001|12056001|12057001|12030002	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1064	10430247	20	10204001|10204011|10204021	10430247	20	10234001|10234011|10234021	25000000	5	12010004	10000000	5	11960004	13333333	20	12010003|12020003|11960003|11010003|11020003|11980017|11980033|11980043	8333333	20	12054001|12055001|12056001|12057001|12030002	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1065	10430247	20	10204031|10204041|10204051	10430247	20	10234031|10234041|10234051	25000000	5	12010004	10000000	5	11960004	13333333	20	12010003|12020003|11960003|11010003|11020003|11980017|11980033|11980043	8333333	20	12054001|12055001|12056001|12057001|12030002	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1066	5215123	20	10200204|10202204	5215123	20	10230204|10232204	20000000	5	12010005	8000000	5	11960005	10000000	20	12010004|12020004|11960004|11010004|11020004|11980018|11980034|11980044	10000000	20	11980054|12051003|12052003|12053003|12058003|12054003|12055003|12056003	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1067	5215123	20	10202304|10202404	5215123	20	10242304|10242404	20000000	5	12010005	8000000	5	11960005	10000000	20	12010004|12020004|11960004|11010004|11020004|11980018|11980034|11980044	10000000	20	11980054|12051003|12052003|12053003|12058003|12054003|12055003|12056003	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1068	8344198	20	10200205|10202205|10202305|10202405	8344198	20	10230205|10232205|10232305|10232405	16666666	5	12010006	6666666	5	11960006	8000000	20	12010005|12020005|11960005|11010005|11020005|11980019|11980035|11980045	8000000	20	11980055|12051004|12052004|12053004|12058004|12054004|12055004|12056004	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1069	6258148	20	10203001|10203011|10203021	6258148	20	10233001|10233011|10233021	16666666	5	12010006	6666666	5	11960006	8000000	20	12010005|12020005|11960005|11010005|11020005|11980019|11980035|11980045	8000000	20	11980055|12051004|12052004|12053004|12058004|12054004|12055004|12056004	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1070	6258148	20	10203031|10203041|10203051	6258148	20	10233031|10233041|10233051	16666666	5	12010006	6666666	5	11960006	8000000	20	12010005|12020005|11960005|11010005|11020005|11980019|11980035|11980045	8000000	20	11980055|12051004|12052004|12053004|12058004|12054004|12055004|12056004	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1071	6953498	20	10200206|10202206|10202306|10202406	6953498	20	10230206|10232206|10232406|10232406	14285714	5	12010007	5714285	5	11960007	6666666	20	12010006|12020006|11960006|11010006|11020006|11980020|11980036|11980046	6666666	20	11980056|12051005|12052005|12053005|12058005|12054005|12055005|12056005	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1072	5215123	20	10204002|10204012|10204022	5215123	20	10234002|10244012|10234022	14285714	5	12010007	5714285	5	11960007	6666666	20	12010006|12020006|11960006|11010006|11020006|11980020|11980036|11980046	6666666	20	11980056|12051005|12052005|12053005|12058005|12054005|12055005|12056005	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1073	5215123	20	10204032|10204042|10204052	5215123	20	10234032|10234042|10234052	14285714	5	12010007	5714285	5	11960007	6666666	20	12010006|12020006|11960006|11010006|11020006|11980020|11980036|11980046	6666666	20	11980056|12051005|12052005|12053005|12058005|12054005|12055005|12056005	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1074	2980070	20	10200207|10202207	2980070	20	10230207|10232207	12500000	5	12010008	5000000	5	11960008	5714285	20	12010007|12020007|11960007|11010007|11020007|11980021|11980037|11980047	5714285	20	11980057|12051006|12052006|12053006|12058006|12054006|12055006|12056006	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1075	2980070	20	10202307|10202407	2980070	20	10232307|10232407	12500000	5	12010008	5000000	5	11960008	5714285	20	12010007|12020007|11960007|11010007|11020007|11980021|11980037|11980047	5714285	20	11980057|12051006|12052006|12053006|12058006|12054006|12055006|12056006	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1076	5215123	20	10200208|10202208|10202308|10202408	5215123	20	10230208|10232208|10232308|10232408	11111111	5	12010009	4444444	5	11960009	5000000	20	12010008|12020008|11960008|11010008|11020008|11980038|11980048|11980058	5000000	20	12051007|12052007|12053007|12058007|12054007|12055007|12056007|12057007	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1077	3911342	20	10203002|10203012|10203022	3911342	20	10233002|10233012|10233022	11111111	5	12010009	4444444	5	11960009	5000000	20	12010008|12020008|11960008|11010008|11020008|11980038|11980048|11980058	5000000	20	12051007|12052007|12053007|12058007|12054007|12055007|12056007|12057007	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1078	3911342	20	10203032|10203042|10203052	3911342	20	10233032|10233042|10233052	11111111	5	12010009	4444444	5	11960009	5000000	20	12010008|12020008|11960008|11010008|11020008|11980038|11980048|11980058	5000000	20	12051007|12052007|12053007|12058007|12054007|12055007|12056007|12057007	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1079	4635665	20	10200209|10202209|10202309|10202409	4635665	20	10230209|10232209|10232309|10232409	10000000	5	12010010	4000000	5	11960010	4444444	20	12010009|12020009|11960009|11010009|11020009|11980039|11980049|11980059	4444444	20	12051008|12052008|12053008|12058008|12054008|12055008|12056008|12057008	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1080	3476749	20	10204003|10204013|10204023	3476749	20	10234003|10234013|10234023	10000000	5	12010010	4000000	5	11960010	4444444	20	12010009|12020009|11960009|11010009|11020009|11980039|11980049|11980059	4444444	20	12051008|12052008|12053008|12058008|12054008|12055008|12056008|12057008	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1081	3476749	20	10204033|10204043|10204053	3476749	20	10234033|10234043|10234053	10000000	5	12010010	4000000	5	11960010	4444444	20	12010009|12020009|11960009|11010009|11020009|11980039|11980049|11980059	4444444	20	12051008|12052008|12053008|12058008|12054008|12055008|12056008|12057008	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1082	4172099	20	10200210|10202210|10202310|10202410	4172099	20	10230210|10232210|10232310|10232410	10000000	5	12010010	4000000	5	11960010	4000000	20	12010010|12020010|11960010|11010010|11020010|12051009|12052009|12053009	2500000	20	12058009|12054009|12055009|12056009|12057009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1083	3129074	20	10203003|10203013|10203023	3129074	20	10233003|10233013|10233023	10000000	5	12010010	4000000	5	11960010	4000000	20	12010010|12020010|11960010|11010010|11020010|12051009|12052009|12053009	2500000	20	12058009|12054009|12055009|12056009|12057009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1084	3129074	20	10203033|10203043|10203053	3129074	20	10233033|10233043|10233053	10000000	5	12010010	4000000	5	11960010	4000000	20	12010010|12020010|11960010|11010010|11020010|12051009|12052009|12053009	2500000	20	12058009|12054009|12055009|12056009|12057009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
